Date,Temperature,Humidity,WindSpeed,Visibility
3/03/2009,22.7,0.53,15.1018,11.4471
4/03/2009,23.91111111,0.48,19.9479,11.27
5/03/2009,24.95,0.42,13.5401,11.27
6/03/2009,25.01111111,0.39,13.8782,10.3523
7/03/2009,25.01666667,0.42,14.5222,9.982
8/03/2009,24.92777778,0.42,14.5222,9.982
9/03/2009,23.99444444,0.44,10.9319,11.3988
10/03/2009,23.81111111,0.45,16.0195,11.2056
11/03/2009,21.16111111,0.59,11.3827,11.27
12/03/2009,19.85,0.65,9.0643,11.3988
13/03/2009,17.2,0.86,3.6708,11.2056
14/03/2009,16.68888889,0.89,3.7835,14.9086
15/03/2009,16.27777778,0.91,3.5742,14.168
16/03/2009,15.02777778,0.92,3.7191,11.9784
17/03/2009,13.96111111,0.95,3.7674,9.982
18/03/2009,13.24444444,0.9,6.3112,9.982
19/03/2009,13.31666667,0.93,3.9767,9.982
20/03/2009,12.3,0.95,3.7191,9.982
21/03/2009,12.55,0.95,6.6815,9.982
22/03/2009,12.20555556,0.93,5.313,9.982
23/03/2009,13.80555556,0.93,9.6761,9.982
24/03/2009,16.15555556,0.81,13.8138,10.3523
25/03/2009,17.78333333,0.78,14.4739,9.982
26/03/2009,19.93333333,0.68,15.7136,11.27
27/03/2009,21.08333333,0.62,19.0141,11.4471
28/03/2009,20.02777778,0.61,15.8746,11.27
29/03/2009,20.07777778,0.68,14.1841,11.27
30/03/2009,20.97777778,0.63,14.0875,11.4471
31/03/2009,22.33888889,0.63,13.7655,11.27
1/04/2009,23.73333333,0.54,13.7172,11.27
2/04/2009,22.66111111,0.54,13.9748,11.4471
3/04/2009,22.77777778,0.57,11.4954,15.8263
4/04/2009,21.13888889,0.63,13.8782,16.1
5/04/2009,18.03333333,0.73,8.4686,9.982
6/04/2009,16.21111111,0.81,1.9159,9.982
7/04/2009,16.09444444,0.84,6.3917,15.8263
8/04/2009,15.57222222,0.87,6.4239,14.9569
9/04/2009,13.9,0.92,3.3649,11.9784
10/04/2009,13.85555556,0.9,3.381,11.9784
11/04/2009,15.18888889,0.81,8.4042,14.9569
12/04/2009,11.67777778,0.96,3.059,6.2951
13/04/2009,11.09444444,0.96,3.3488,6.2951
14/04/2009,10.78888889,0.96,6.0375,6.8425
15/04/2009,11,0.93,4.508,6.118
16/04/2009,12.6,0.99,1.5617,9.8049
17/04/2009,17.52222222,0.8,1.6905,9.9015
18/04/2009,19.98888889,0.68,4.8139,9.982
19/04/2009,22.25,0.59,9.8371,9.982
20/04/2009,22.94444444,0.52,10.1591,11.4471
21/04/2009,24.95555556,0.47,11.2539,11.2056
22/04/2009,25.05,0.45,11.109,9.982
23/04/2009,25.98333333,0.41,4.6529,10.3523
24/04/2009,26.13333333,0.43,8.2432,9.982
25/04/2009,25.06666667,0.42,9.5956,9.982
26/04/2009,25.21111111,0.38,7.8729,10.3523
27/04/2009,25.04444444,0.42,11.2056,9.982
28/04/2009,22.33333333,0.53,8.1144,9.982
29/04/2009,20.31111111,0.6,5.3291,10.3523
30/04/2009,17.75555556,0.7,7.6636,9.982
1/05/2009,18.17222222,0.69,6.2951,15.8263
2/05/2009,17.26111111,0.72,10.4328,14.9569
3/05/2009,17.06111111,0.71,10.6582,15.8263
4/05/2009,16.62222222,0.71,6.5044,15.8263
5/05/2009,14.76111111,0.91,1.5939,14.168
6/05/2009,15.06666667,0.8,3.1717,15.8263
7/05/2009,16.16111111,0.81,3.3649,11.2056
8/05/2009,15.11666667,0.9,9.499,9.982
9/05/2009,15.02222222,0.87,4.669,9.982
10/05/2009,17.10555556,0.76,10.787,9.982
11/05/2009,17.29444444,0.76,10.6582,10.0303
12/05/2009,20.9,0.73,9.5312,10.0464
13/05/2009,22.65,0.62,15.8907,10.0464
14/05/2009,22.58888889,0.63,12.4131,11.4471
15/05/2009,22.03888889,0.65,14.0231,11.27
16/05/2009,22.22222222,0.64,4.3148,11.27
17/05/2009,22.33333333,0.65,9.4185,10.4006
18/05/2009,22.82777778,0.66,9.3058,11.27
19/05/2009,23.81666667,0.59,15.6492,11.27
20/05/2009,22.86111111,0.62,9.9981,11.4471
21/05/2009,22.7,0.66,14.5705,11.27
22/05/2009,22.01666667,0.65,12.6546,9.982
23/05/2009,19.92222222,0.74,8.5652,11.3988
24/05/2009,17.71111111,0.84,8.4686,9.982
25/05/2009,17.22222222,0.81,5.4096,9.982
26/05/2009,17.25555556,0.84,4.1538,15.3111
27/05/2009,16.06666667,0.87,6.5044,15.8263
28/05/2009,16.02222222,0.9,3.5259,15.8263
29/05/2009,15.09444444,0.82,10.0142,14.9569
30/05/2009,13.79444444,0.96,2.3828,11.9784
31/05/2009,13.35555556,0.96,9.0321,11.9784
1/06/2009,13.91666667,0.95,2.9141,9.982
2/06/2009,13.83888889,0.93,1.771,11.2056
3/06/2009,13.88888889,1,8.0178,11.1251
4/06/2009,15.2,0.93,7.7119,11.3183
5/06/2009,17.75,0.84,5.1681,9.982
6/06/2009,21.03888889,0.64,7.4382,9.982
7/06/2009,22.2,0.59,10.8997,10.0464
8/06/2009,22.77777778,0.51,10.6904,11.27
9/06/2009,23.88888889,0.48,8.6457,11.27
10/06/2009,24.81111111,0.45,7.728,11.4471
11/06/2009,24.92777778,0.45,9.8693,11.2056
12/06/2009,24.92777778,0.42,12.6224,11.2056
13/06/2009,24.87222222,0.42,3.0107,10.3523
14/06/2009,23.83888889,0.45,8.4686,9.982
15/06/2009,22.17222222,0.55,5.2647,9.982
16/06/2009,18.46111111,0.69,5.1359,10.3523
17/06/2009,16.13333333,0.81,3.5259,9.982
18/06/2009,15.55555556,0.84,6.4078,15.8263
19/06/2009,15.6,0.81,6.2951,14.9569
20/06/2009,14.07222222,0.85,6.2468,15.8263
21/06/2009,14.46111111,0.83,6.3434,15.8263
22/06/2009,16.72222222,0.83,13.2342,15.0052
23/06/2009,15.48888889,0.79,3.1878,15.8263
24/06/2009,13.88888889,0.9,3.3005,9.982
25/06/2009,12.67222222,0.9,3.4776,14.8764
26/06/2009,13.83888889,0.9,0.3703,9.8049
27/06/2009,15.05,0.87,7.9373,9.8049
28/06/2009,17.71111111,0.79,7.7763,10.3523
29/06/2009,21,0.63,5.4096,9.982
30/06/2009,22.66666667,0.57,7.9373,11.2056
1/07/2009,23.66666667,0.51,4.4275,11.3988
2/07/2009,24.93333333,0.45,9.3058,11.27
3/07/2009,24.86111111,0.46,10.5777,9.982
4/07/2009,24.83888889,0.42,7.2933,10.3523
5/07/2009,25,0.45,0.644,9.982
6/07/2009,26.11111111,0.39,4.3148,9.982
7/07/2009,25.91111111,0.4,4.3309,10.3523
8/07/2009,23.88888889,0.48,6.9391,9.982
9/07/2009,21.11111111,0.59,3.22,9.982
10/07/2009,18.24444444,0.72,4.508,11.0285
11/07/2009,17.24444444,0.75,0.6118,11.2056
12/07/2009,16.17777778,0.81,3.5259,15.8263
13/07/2009,17.79444444,0.74,5.5223,14.9569
14/07/2009,16.66666667,0.78,3.4615,15.8263
15/07/2009,16.18888889,0.81,8.1144,11.2056
16/07/2009,13.35,0.95,4.7978,14.9569
17/07/2009,15.55555556,0.93,20.8656,8.1305
18/07/2009,15,0.93,24.0695,7.9695
19/07/2009,14.51666667,0.96,16.2932,4.991
20/07/2009,15,0.93,20.7368,11.0446
21/07/2009,15,0.93,14.6188,10.9802
22/07/2009,15,0.94,14.5544,10.8836
23/07/2009,15.11666667,0.93,12.5258,11.0768
24/07/2009,15.11666667,0.93,15.4882,8.05
25/07/2009,16.24444444,0.92,12.2682,11.0768
26/07/2009,17.87222222,0.84,9.5795,11.27
27/07/2009,19.05,0.73,3.0751,11.27
28/07/2009,20.91666667,0.67,4.0572,11.4471
29/07/2009,21.06111111,0.63,8.3398,11.27
30/07/2009,21.11111111,0.63,8.6135,11.2056
31/07/2009,21.21111111,0.61,8.5008,11.3988
1/08/2009,20.07222222,0.67,8.2271,11.2056
2/08/2009,17.89444444,0.77,8.1305,11.2056
3/08/2009,17.48888889,0.79,5.3291,10.3523
4/08/2009,16.16111111,0.86,9.8854,9.982
5/08/2009,16.16111111,0.81,8.3398,9.982
6/08/2009,15.16666667,0.87,6.8747,14.9569
7/08/2009,13.87222222,0.93,3.4776,15.8263
8/08/2009,12.75555556,0.96,6.2307,15.8263
9/08/2009,12,0.95,3.2039,14.168
10/08/2009,12.75,1,4.8783,9.982
11/08/2009,13.35555556,0.96,6.2468,15.7297
12/08/2009,13.58333333,0.95,6.0053,14.8764
13/08/2009,13.91111111,0.93,7.7924,11.0446
14/08/2009,14.95,0.93,9.8693,6.0214
15/08/2009,14.92222222,0.93,9.7727,4.6207
16/08/2009,14.90555556,0.93,14.4417,11.1251
17/08/2009,13.91111111,0.93,24.5203,11.27
18/08/2009,14.97222222,0.87,15.8907,11.0768
19/08/2009,16.16111111,0.8,22.2341,11.27
20/08/2009,17.82777778,0.65,26.4201,11.27
21/08/2009,18.77222222,0.53,27.9013,11.0285
22/08/2009,19.9,0.49,24.3432,11.2056
23/08/2009,19.95,0.45,25.9049,11.2056
24/08/2009,19.10555556,0.46,21.3647,10.3523
25/08/2009,18.93333333,0.43,20.1572,9.982
26/08/2009,16.22777778,0.58,5.1359,9.982
27/08/2009,14.30555556,0.73,8.3881,9.982
28/08/2009,12.85,0.89,9.3058,9.982
29/08/2009,12.75555556,0.92,6.3112,15.8263
30/08/2009,12.38333333,0.92,7.2128,15.3111
31/08/2009,17.13888889,0.87,6.44,15.8263
1/09/2009,16.62222222,0.9,6.2951,15.8263
2/09/2009,19.36111111,0.9,14.8281,14.0231
3/09/2009,16.01666667,0.9,6.4239,15.8263
4/09/2009,16.03888889,0.9,2.9624,15.7297
5/09/2009,16.12222222,0.93,6.1824,14.7637
6/09/2009,17.06111111,0.88,3.0107,10.8997
7/09/2009,17.2,0.87,1.61,11.0446
8/09/2009,17.78333333,0.9,3.2361,11.0285
9/09/2009,17.85,0.96,7.5348,8.1305
10/09/2009,17.87222222,0.96,7.5992,11.2056
11/09/2009,18.08888889,0.94,9.4024,11.3988
12/09/2009,19.08333333,0.89,4.4114,11.2056
13/09/2009,22.25555556,0.68,11.9945,11.27
14/09/2009,22.68333333,0.67,8.5491,11.4471
15/09/2009,24.78888889,0.59,12.1877,10.0464
16/09/2009,24.87777778,0.64,14.1197,11.27
17/09/2009,24.88333333,0.64,13.4918,10.4006
18/09/2009,24.83333333,0.65,9.4668,10.0464
19/09/2009,23.61111111,0.7,10.1752,11.27
20/09/2009,22.12777778,0.82,4.2504,10.787
21/09/2009,19.92777778,0.87,15.3111,11.27
22/09/2009,19.88333333,0.9,10.8836,14.9569
23/09/2009,19.92222222,0.93,8.6296,3.4937
24/09/2009,11.64444444,0.95,3.3327,15.8263
25/09/2009,11.08333333,0.93,2.3989,14.9086
26/09/2009,11.32222222,0.89,9.9176,14.168
27/09/2009,12.17222222,0.99,3.4293,11.2056
28/09/2009,12.17222222,0.99,3.0751,11.2056
29/09/2009,12.69444444,0.92,2.7048,9.8049
30/09/2009,12.2,0.99,10.7709,11.2056
1/10/2009,12.22222222,0.92,9.5312,11.2056
2/10/2009,12.30555556,0.93,8.8872,10.1913
3/10/2009,12.25,0.93,15.8907,11.2056
4/10/2009,12.3,0.92,10.1591,11.2056
5/10/2009,12.73888889,0.9,10.7065,10.1913
6/10/2009,12.82777778,0.9,12.9122,11.2056
7/10/2009,12.87222222,0.89,16.2127,11.27
8/10/2009,13.76666667,0.9,17.8871,10.1913
9/10/2009,13.93888889,0.89,16.5186,11.27
10/10/2009,13.98888889,0.89,15.1501,10.0464
11/10/2009,14.91111111,0.84,13.4757,11.0768
12/10/2009,15.07222222,0.82,11.4471,11.27
13/10/2009,13.93888889,0.89,11.6886,11.2056
14/10/2009,13.08888889,0.89,11.9623,9.982
15/10/2009,12.85,0.83,12.8639,9.982
16/10/2009,12.3,0.8,11.914,9.982
17/10/2009,12.71111111,0.85,14.5061,14.9569
18/10/2009,12.22222222,0.86,11.5115,14.9086
19/10/2009,11.66666667,0.86,14.2485,14.9086
20/10/2009,13.46111111,0.78,18.6116,14.9569
21/10/2009,11.11666667,0.86,14.5061,14.9086
22/10/2009,12.77777778,0.77,25.76,9.982
23/10/2009,11.11111111,0.85,14.6188,14.9569
24/10/2009,11.16111111,0.86,12.9927,9.982
25/10/2009,12.71111111,0.77,17.5329,9.982
26/10/2009,12.78888889,0.78,17.3558,11.0285
27/10/2009,13.88888889,0.77,18.2252,10.0464
28/10/2009,15.94444444,0.68,33.9066,11.27
29/10/2009,15.28333333,0.75,27.7403,11.3183
30/10/2009,15.01666667,0.83,23.9246,11.1251
31/10/2009,14.99444444,0.83,28.3199,11.1251
1/11/2009,14.09444444,0.88,27.7242,10.948
2/11/2009,15.13888889,0.82,30.5256,11.27
3/11/2009,16.16111111,0.77,36.386,11.27
4/11/2009,17.06111111,0.73,27.1768,11.4471
5/11/2009,17.22222222,0.72,26.5328,11.2056
6/11/2009,16.11111111,0.72,26.4201,9.982
7/11/2009,15,0.78,17.1626,10.3523
8/11/2009,15,0.78,21.2198,9.982
9/11/2009,14.97777778,0.78,17.8871,15.8263
10/11/2009,14.33333333,0.78,16.4703,14.9569
11/11/2009,19.4,0.97,10.8192,8.1949
12/11/2009,19.42222222,0.93,5.5384,9.9015
13/11/2009,15.82777778,0.95,5.5223,8.3076
14/11/2009,19.28333333,0.91,3.0268,14.7315
15/11/2009,18.79444444,0.94,3.1717,14.7315
16/11/2009,17.82222222,0.97,5.8121,14.7959
17/11/2009,17.75555556,1,7.4221,10.948
18/11/2009,18.77222222,0.93,2.9946,10.948
19/11/2009,18.76666667,0.93,7.1967,10.7548
20/11/2009,17.71111111,1,3.1395,4.9427
21/11/2009,17.71111111,0.97,8.4847,7.8729
22/11/2009,18.78888889,0.9,8.3237,10.4489
23/11/2009,19.79444444,0.87,11.0446,10.948
24/11/2009,19.93333333,0.87,10.9319,11.0446
25/11/2009,20.89444444,0.82,8.8711,11.3183
26/11/2009,19.93333333,0.86,8.0983,11.1251
27/11/2009,18.91666667,0.92,16.583,11.1251
28/11/2009,19.02222222,0.92,12.9444,11.4471
29/11/2009,18.96111111,0.89,10.7226,11.27
30/11/2009,18.88888889,0.89,7.8407,11.27
1/12/2009,18.81111111,0.9,2.2218,10.0303
2/12/2009,17.15555556,0.93,9.499,8.05
3/12/2009,17.59444444,0.93,6.279,8.05
4/12/2009,16.62777778,0.94,3.0751,7.9856
5/12/2009,16.46111111,0.97,2.9463,8.0017
6/12/2009,15.44444444,0.96,6.279,8.0017
7/12/2009,13.65,0.93,3.542,14.5866
8/12/2009,14.36111111,0.96,2.9463,8.0017
9/12/2009,13.82777778,0.96,3.2522,6.1663
10/12/2009,13.43888889,0.96,3.5903,6.3434
11/12/2009,13.82777778,0.99,14.1036,6.118
12/12/2009,14.91111111,0.93,12.7995,6.118
13/12/2009,15.05555556,0.93,3.0912,10.5294
14/12/2009,16.13888889,0.87,7.9695,11.1251
15/12/2009,16.22777778,0.87,5.0393,11.1251
16/12/2009,17.25555556,0.87,10.5455,10.7226
17/12/2009,17.41111111,0.86,9.5312,11.27
18/12/2009,17.93888889,0.83,10.9158,11.27
19/12/2009,19.08333333,0.77,9.1609,10.7226
20/12/2009,20.16111111,0.72,11.1734,11.27
21/12/2009,22.26666667,0.59,12.4292,11.27
22/12/2009,22.5,0.55,7.8085,11.0768
23/12/2009,21.22777778,0.62,12.6546,11.27
24/12/2009,21.10555556,0.67,7.9373,11.2056
25/12/2009,19.05555556,0.73,6.9069,11.0285
26/12/2009,17.25,0.81,4.8783,11.2056
27/12/2009,16.16111111,0.86,8.3398,9.982
28/12/2009,15.32777778,0.89,6.3756,14.9569
29/12/2009,13.98888889,0.92,9.7405,9.982
30/12/2009,13.93888889,0.93,7.9695,9.982
31/12/2009,15.40555556,0.95,2.8175,9.6761
1/01/2010,12.73888889,0.93,2.9624,9.982
2/01/2010,12.73888889,0.93,6.0053,11.9784
3/01/2010,12.42222222,0.96,5.9731,13.7333
4/01/2010,12.17777778,1,3.059,9.9015
5/01/2010,13.91666667,0.93,9.3702,9.9015
6/01/2010,17.55555556,0.8,8.6457,9.982
7/01/2010,19.90555556,0.69,12.1877,9.982
8/01/2010,21.01666667,0.64,12.4936,11.27
9/01/2010,22.03888889,0.64,13.1215,11.0768
10/01/2010,22.10555556,0.56,14.1036,11.27
11/01/2010,23.74444444,0.55,17.1626,11.27
12/01/2010,24.59444444,0.54,16.0517,11.4471
13/01/2010,22.65,0.54,13.6689,11.27
14/01/2010,23.75,0.51,10.8031,11.27
15/01/2010,23.77222222,0.5,10.1913,11.4471
16/01/2010,22.24444444,0.59,10.5616,11.27
17/01/2010,22.10555556,0.64,4.4275,11.2056
18/01/2010,19.19444444,0.76,2.6565,11.3988
19/01/2010,17.24444444,0.87,1.4168,9.982
20/01/2010,16.71111111,0.9,3.1073,15.8263
21/01/2010,16.76111111,0.9,2.9302,14.168
22/01/2010,15.14444444,0.95,3.1556,9.982
23/01/2010,15.67222222,0.93,6.1985,9.982
24/01/2010,16.18888889,0.96,4.7173,8.4203
25/01/2010,16.06666667,0.9,6.2307,14.9086
26/01/2010,16.06666667,0.93,5.9248,14.812
27/01/2010,15.7,0.95,6.1663,9.9015
28/01/2010,16.04444444,0.93,3.22,11.2056
29/01/2010,17.17777778,0.93,1.6744,11.2056
30/01/2010,17.92222222,0.89,4.5724,11.0285
31/01/2010,19.88333333,0.74,7.5831,11.27
1/02/2010,20.92777778,0.74,7.6314,11.27
2/02/2010,22.05,0.65,10.9802,11.4471
3/02/2010,22.17222222,0.64,9.338,11.27
4/02/2010,23.66111111,0.59,13.7011,11.27
5/02/2010,22.2,0.6,14.329,11.4471
6/02/2010,21.96666667,0.61,14.8764,11.1251
7/02/2010,21.9,0.61,16.3898,11.27
8/02/2010,20.04444444,0.73,14.9247,11.4471
9/02/2010,18.86666667,0.79,13.8138,11.27
10/02/2010,18.86666667,0.81,11.0607,15.8263
11/02/2010,17.87222222,0.9,4.991,11.4471
12/02/2010,17.22222222,0.93,3.2039,11.27
13/02/2010,17.22222222,0.93,5.2808,8.1305
14/02/2010,16.76666667,0.97,3.7352,8.1144
15/02/2010,16.68888889,0.97,3.4776,8.1305
16/02/2010,17.15,0.97,10.7548,8.1305
17/02/2010,14.93333333,0.96,5.7155,14.168
18/02/2010,16.62222222,0.97,10.8192,8.1305
19/02/2010,16.06111111,0.97,10.8514,8.1305
20/02/2010,15.67777778,0.96,10.6421,8.05
21/02/2010,16.13333333,0.93,7.7602,8.05
22/02/2010,16.18333333,0.99,9.4185,7.1323
23/02/2010,17.19444444,0.94,10.4972,7.9856
24/02/2010,17.77777778,0.9,13.9265,11.1251
25/02/2010,19.88333333,0.79,13.7977,11.27
26/02/2010,19.93888889,0.79,18.3379,11.4471
27/02/2010,22.62222222,0.67,16.8245,11.27
28/02/2010,22.16111111,0.68,17.3558,11.27
1/03/2010,21.12222222,0.78,17.0016,11.0768
2/03/2010,22.2,0.68,20.6885,11.1251
3/03/2010,22.75555556,0.66,22.1053,11.27
4/03/2010,22.18888889,0.68,26.0337,11.4471
5/03/2010,22.08333333,0.65,22.0409,11.27
6/03/2010,19.97777778,0.73,17.2753,11.27
7/03/2010,18.01666667,0.78,11.8818,11.4471
8/03/2010,16.25,0.87,8.1144,9.982
9/03/2010,15.67222222,0.9,6.44,15.8263
10/03/2010,15.74444444,0.9,7.1323,14.9569
11/03/2010,15.07222222,0.93,6.3273,15.8263
12/03/2010,15.02777778,0.93,6.4561,15.8263
13/03/2010,15.06111111,0.88,6.3595,14.9569
14/03/2010,14.53888889,0.93,6.279,14.9086
15/03/2010,13.96111111,0.96,6.279,14.9086
16/03/2010,13.63888889,0.96,3.5742,11.7047
17/03/2010,14.00555556,0.93,4.6851,7.0357
18/03/2010,16.11666667,0.93,3.5581,9.8049
19/03/2010,17.75555556,0.89,9.5473,9.9015
20/03/2010,20.02777778,0.78,11.4793,11.27
21/03/2010,21.13888889,0.68,9.9176,11.27
22/03/2010,21.99444444,0.69,12.719,11.0768
23/03/2010,22.27222222,0.68,12.9927,11.27
24/03/2010,22.85,0.7,11.4954,11.27
25/03/2010,23.9,0.61,9.6278,11.0768
26/03/2010,24.97777778,0.54,11.5276,11.27
27/03/2010,24.97777778,0.54,17.0821,11.2056
28/03/2010,25.95,0.47,16.0839,11.0285
29/03/2010,24.97777778,0.47,17.4041,11.2056
30/03/2010,23.88888889,0.5,12.5258,11.2056
31/03/2010,21.25555556,0.59,8.1949,11.0285
1/04/2010,20.97222222,0.73,2.9946,9.982
2/04/2010,18.8,0.83,6.0536,15.8263
3/04/2010,17.7,0.91,3.7352,14.168
4/04/2010,6.572222222,0.93,6.44,4.3953
5/04/2010,6.627777778,0.93,4.2665,4.5885
6/04/2010,6.622222222,0.96,6.1824,4.347
7/04/2010,6.622222222,0.93,6.1824,4.347
8/04/2010,6.15,0.96,6.1985,3.6708
9/04/2010,6.061111111,1,3.0107,4.3309
10/04/2010,6.061111111,1,3.4776,4.347
11/04/2010,6.1,0.94,3.6547,2.898
12/04/2010,6.061111111,1,3.6547,2.2057
13/04/2010,7.15,0.93,3.5742,1.8998
14/04/2010,6.227777778,0.99,8.6779,0.4186
15/04/2010,7.222222222,0.93,7.728,2.9785
16/04/2010,7.755555556,0.89,4.669,4.3953
17/04/2010,7.788888889,0.89,5.6672,5.3291
18/04/2010,7.755555556,0.89,4.83,4.8461
19/04/2010,7.755555556,0.89,4.9427,4.83
20/04/2010,7.322222222,0.92,3.6386,4.0089
21/04/2010,7.172222222,0.93,4.8783,4.83
22/04/2010,7.15,0.93,4.7334,4.83
23/04/2010,7.127777778,0.93,7.4704,3.9445
24/04/2010,7.127777778,0.93,8.855,3.4454
25/04/2010,6.622222222,0.93,6.44,3.3005
26/04/2010,6.627777778,0.93,3.7996,4.3309
27/04/2010,6.111111111,0.96,8.4525,3.9123
28/04/2010,9.044444444,0.83,19.8674,14.812
29/04/2010,2.633333333,0.95,10.6099,14.9569
30/04/2010,8.4,0.93,10.7387,11.8496
1/05/2010,8.355555556,0.96,6.1019,9.8049
2/05/2010,8.361111111,0.96,10.7709,9.4829
3/05/2010,7.805555556,0.96,4.7656,9.8049
4/05/2010,7.127777778,1,3.6386,7.9695
5/05/2010,5.35,0.93,2.9946,1.7066
6/05/2010,6.088888889,0.99,2.9946,1.3685
7/05/2010,7.711111111,0.99,7.5187,6.2951
8/05/2010,8.805555556,0.92,10.8675,6.7298
9/05/2010,8.794444444,0.83,11.6886,11.2056
10/05/2010,7.777777778,0.88,14.4095,8.1305
11/05/2010,9,0.83,16.8889,11.0768
12/05/2010,7.8,0.88,14.4095,11.27
13/05/2010,7.8,0.83,15.9551,11.27
14/05/2010,7.372222222,0.85,13.1537,10.4006
15/05/2010,6.183333333,0.85,11.4954,9.982
16/05/2010,5.05,0.86,11.431,9.982
17/05/2010,4.183333333,0.89,12.6707,9.982
18/05/2010,2.388888889,0.92,9.4346,9.982
19/05/2010,2.894444444,0.92,6.762,15.8263
20/05/2010,2.011111111,0.92,10.6099,14.9569
21/05/2010,1.833333333,0.92,10.9963,15.8263
22/05/2010,1.872222222,0.91,6.8264,15.8263
23/05/2010,2.205555556,0.96,3.1717,1.6261
24/05/2010,1.161111111,0.92,6.5688,15.7297
25/05/2010,0.566666667,0.96,3.5581,8.05
26/05/2010,0.716666667,0.96,6.601,14.8764
27/05/2010,0.027777778,0.96,6.6332,15.7297
28/05/2010,0.977777778,0.93,5.313,9.8049
29/05/2010,0.194444444,0.93,3.8962,9.6761
30/05/2010,1.111111111,0.92,3.703,3.0107
31/05/2010,2.25,0.92,0.6601,4.9105
1/06/2010,3.111111111,0.94,4.1538,6.3434
2/06/2010,6.161111111,0.79,3.4293,8.1305
3/06/2010,6.188888889,0.79,7.8407,8.1305
4/06/2010,7.205555556,0.73,0.4669,9.6278
5/06/2010,7.3,0.72,6.44,9.982
6/06/2010,6.111111111,0.79,5.0071,9.982
7/06/2010,4.05,0.91,1.7227,5.7638
8/06/2010,2.25,1,4.83,4.7495
9/06/2010,2.7,0.96,8.05,0.7567
10/06/2010,2.411111111,0.99,5.0715,1.0626
11/06/2010,2.122222222,1,0.5152,0.322
12/06/2010,2.172222222,0.96,11.27,0.322
13/06/2010,1.344444444,1,1.7066,0.161
14/06/2010,2.122222222,1,6.44,0.161
15/06/2010,2.372222222,0.96,2.5438,0.161
16/06/2010,0.1,0.99,10.2879,0.6601
17/06/2010,1.372222222,1,6.0697,0.4669
18/06/2010,1.372222222,1,3.22,0.4669
19/06/2010,1.3,0.96,0.7245,0.2737
20/06/2010,1.011111111,1,0,0.161
21/06/2010,0.766666667,0.93,1.4812,0.322
22/06/2010,0.672222222,0.99,7.5348,0.2093
23/06/2010,0.766666667,1,10.8031,0.161
24/06/2010,0.788888889,1,9.2575,0.161
25/06/2010,0.85,0.99,13.3469,0.7889
26/06/2010,1.972222222,0.93,12.397,0.9338
27/06/2010,2.044444444,0.93,15.4882,0.966
28/06/2010,2.127777778,0.99,11.9462,1.3041
29/06/2010,2.138888889,1,14.0392,1.0626
30/06/2010,2.161111111,1,12.558,1.3685
1/07/2010,2.233333333,0.93,9.1126,1.8193
2/07/2010,2.177777778,0.92,10.8514,2.576
3/07/2010,2.177777778,0.92,15.4077,2.576
4/07/2010,2.105555556,0.93,10.0786,2.4472
5/07/2010,1.161111111,1,10.948,2.9785
6/07/2010,1.672222222,0.96,11.0124,1.9159
7/07/2010,0.95,1,13.8299,1.7227
8/07/2010,1.116666667,0.96,11.1251,1.9159
9/07/2010,0.533333333,0.96,14.0875,1.8837
10/07/2010,0.377777778,0.96,13.524,0.322
11/07/2010,-0.483333333,1,11.0929,0.483
12/07/2010,-0.483333333,0.96,10.7387,0.322
13/07/2010,-0.922222222,1,7.0679,0.161
14/07/2010,-1.038888889,1,9.499,0.161
15/07/2010,-1.088888889,1,9.4346,0.322
16/07/2010,-0.994444444,1,9.7083,0.161
17/07/2010,-1.088888889,0.93,10.9319,0.322
18/07/2010,-1.088888889,1,9.3541,0.322
19/07/2010,-1.077777778,1,9.4024,0.3059
20/07/2010,-1.061111111,1,11.27,0.161
21/07/2010,0.072222222,0.92,11.0285,0.644
22/07/2010,0.038888889,0.93,12.4292,0.322
23/07/2010,0.044444444,1,12.7834,0.322
24/07/2010,0.094444444,1,10.7548,0.1771
25/07/2010,0.138888889,1,10.7226,0.1771
26/07/2010,0.072222222,1,11.1895,0.322
27/07/2010,0.05,1,12.6546,0.322
28/07/2010,0.122222222,1,12.3165,0.3059
29/07/2010,0.05,1,13.9426,0.322
30/07/2010,0,0.96,14.2646,0.322
31/07/2010,0.05,0.96,14.4417,0.3059
1/08/2010,-0.022222222,1,10.9319,0.322
2/08/2010,-0.072222222,1,11.0285,0.322
3/08/2010,-0.894444444,0.97,5.3613,0.161
4/08/2010,0.438888889,0.96,14.1358,0.322
5/08/2010,0.411111111,0.96,14.1519,0.322
6/08/2010,-0.094444444,0.97,13.846,0.3059
7/08/2010,-0.138888889,1,15.8424,0.6279
8/08/2010,-1.111111111,1,15.6331,0.483
9/08/2010,-1.033333333,1,16.3898,0.3059
10/08/2010,-1.111111111,1,14.1358,0.7889
11/08/2010,-1.111111111,1,12.5258,0.6279
12/08/2010,-0.161111111,0.94,12.7512,0.7084
13/08/2010,-0.022222222,1,14.1358,1.8837
14/08/2010,-0.022222222,1,11.0285,2.9785
15/08/2010,0.961111111,0.93,13.5562,2.6082
16/08/2010,1.066666667,0.92,14.1036,2.5438
17/08/2010,0.05,1,12.4775,2.5438
18/08/2010,0.983333333,0.93,8.2593,1.3202
19/08/2010,0.05,1,9.3702,0.8533
20/08/2010,0,0.93,10.9319,0.4025
21/08/2010,-0.838888889,1,11.27,0.2415
